sku;family;categories;weight;power_requirements;description-fr_FR-print;description-fr_FR-mobile;description-en_US-print;description-en_US-mobile;description-de_DE-print;description-de_DE-mobile;name;release_date;price
14069687;mp3_players;mp3_players,audio_video_sales,philips;;;"Compact et ludique, le baladeur MP3 GoGEAR Raga avec FullSound donne vie à vos morceaux préférés. Philips Songbird assure une infinité de découvertes musicales et simplifie la synchronisation, tandis que FastCharge permet une charge rapide.";"Un univers de couleurs et un son fantastique Compact, ludique et coloré";"<b>Small, fun and colorful</b>\nSmall and fun, the GoGEAR Raga MP3 player with FullSound brings your favorites to life. Philips Songbird ensures endless music discovery and easy synchronization, while FastCharge offers quick charging.\n\n<b>Superb quality sound</b>\n- Fullsound™ to bring your MP3 music to life\n\n<b>Complements your life</b>\n- Soft and smooth finish for easy comfort and handling\n- Full color display for intuitive and enjoyable navigation\n- Enjoy up to 15-hour music playback\n- FM radio with 30 presets for more music options\n\n<b>Easy and intuitive</b>\n- Philips Songbird: one simple program to discover, play, sync\n- LikeMusic for playlists of songs that sound great together\n- Quick 6-minute charge for 60 minutes of play\n- Folder view to organize and view media files like on your PC";"2.794 cm (1.1 "") , 128x64, 2 Gb, 80-18000 Hz, MP3, WAV, WMA, FM, 220 mAh, Red";"Der kleine GoGEAR Raga MP3-Player mit FullSound erweckt Ihre Lieblingsmusik zum Leben und sorgt so für viel Spaß. Philips Songbird bietet eine unerschöpfliche Auswahl an Musik und eine einfache Synchronisation, während FastCharge eine schnelle Aufladung ermöglicht.";"Hervorragender Sound bringt Farbe in Ihr Leben Klein und farbenfroh für viel Spaß";"Philips SA4RGA02RF";2012-04-24;"365.35 EUR"
14083780;mp3_players;mp3_players,audio_video_sales,yarvik;;;;"Yarvik Run MP3 Player 2 GB Silver";"- Clip Attachment\n- Aluminium Body\n- Up to 5 Hours Playing Time\n- Plays MP3, WMA, OGG (Vorbis)";"Run - 2 GB, USB 2.0, 3.5mm, MP3, WMA, OGG, Silver";;"Yarvik Run MP3 Player 2 GB Silver";"Yarvik Run";2012-04-27;"739.63 EUR"
14083781;mp3_players;mp3_players,audio_video_sales,yarvik;;;;"Yarvik Run MP3 Player 2 GB Red";"- Clip Attachment\n- Aluminium Body\n- Up to 5 Hours Playing Time\n- Plays MP3, WMA, OGG (Vorbis)";"Run - 2 GB, USB 2.0, 3.5mm, MP3, WMA, OGG, Red";;"Yarvik Run MP3 Player 2 GB Red";"Yarvik Run";2012-04-27;"220.43 EUR,321.91 USD"
14083782;mp3_players;mp3_players,audio_video_sales,yarvik;;;;"Yarvik Run MP3 Player 2 GB Pink";"- Clip Attachment\n- Aluminium Body\n- Up to 5 Hours Playing Time\n- Plays MP3, WMA, OGG (Vorbis)";"Run - 2 GB, USB 2.0, 3.5mm, MP3, WMA, OGG, Pink";;"Yarvik Run MP3 Player 2 GB Pink";"Yarvik Run";2012-04-27;"59.75 EUR"
14115281;mp3_players;mp3_players,audio_video_sales,yarvik;;;;"Yarvik Run MP3 Player 2 GB Gold";;"Yarvik Run MP3 Player 2 GB Gold";;"Yarvik Run MP3 Player 2 GB Gold";"Yarvik PMP023 MP3 player & recorder";2012-05-04;"945.64 EUR,213.87 USD"
14115290;mp3_players;mp3_players,audio_video_sales,yarvik;;;;"Yarvik Run MP3 Player 2 GB Baby Blue";;"Yarvik Run MP3 Player 2 GB Baby Blue";;"Yarvik Run MP3 Player 2 GB Baby Blue";"Yarvik PMP027 MP3 player & recorder";2012-05-04;"261.35 EUR"
14183056;mp3_players;mp3_players,audio_video_sales,samsung;;;;;"<b>Designed to Be Fun for All</b>\n\nFreedom just got more fun and portable with the Samsung Galaxy Player. Easily connect to Wi-Fi hotspots anywhere to get instant access to games, music, videos, and more. And with the Galaxy Player’s Android platform, a world of apps is a touch away.\n\nOn the Go Music\n\nGet instant access to your music with Wi-Fi, without any monthly service fees. The Samsung Galaxy Player 4.2 gives you a choice among the top music apps, and the tuner radio function turns your player into a fully functioning FM radio. Use the music shortcut bar to easily play or pause your music on the go.\n\nApps Galore\n\nWith so many incredible applications available, you won't know where to start. Discover the largest collection of applications for your Galaxy Player 4.2 with access to Google Play and Samsung Apps. Now you have the fastest growing app store and apps designed just for the Galaxy, together on one device. With two app stores at your disposal, you're bound to find what you are looking for.\n\nMake Your Player Your Social Hub\n\nWant to know what your friends are up to? Find out with Social Hub. All the popular social networks like Facebook, Twitter, and MySpace are here, so you can spend less time searching and more time checking out what's going on right now. And never miss the next big party by syncing your calendar with those of your friends, all in one place - Social Hub.\n\nConnect with the Power of the Android Platform\n\nExplore all of the content you could ever want. Fast. The Samsung Galaxy Player 4.2 features Android's GingerBread OS, and a blazing fast 1 GHZ processor, bringing you great performance and speed for multimedia and browsing Adobe Flash Player compatible websites. Fully integrated with services such as Google Maps and YouTube, you can search, view and easily download any of the over 450,000 apps available in Google Play.\n\nEmbedded Premium Games\n\nThe Galaxy Player 4.2 is preloaded with 2 of the most on demand games, FIFA12 and Need for Speed Hot Pursuit. The gyro-sensor multi-axis motion control senses every move and calibrates each twist and turn for maximum fun!\n\nIntelligent Sound\n\nWhat's a party without great music? Now make it sound incredible with SoundAlive. So whether you are listening to the latest hit or a favorite classic, you'll hear it the way it was meant to be. Rich sound effects optimized for your music, and it’s not just for music - it even adjusts to your movies for the ultimate cinematic experience.\n\nBring it to the Big Screen\n\nNeed entertainment for your next house party? Galaxy Player 3.6 has you covered with all its incredible AllShare™ superpowers. Simply connect with any DLNA compatible big screen through the AllShare interface and get the party started by playing all your movies, photos and music for everyone. Don't just go the party. Bring the party.";"4.2” LCD (800 x 480) Multi Touch, 8GB Flash, Android v2.3.5 (Gingerbread), USB 2.0, microSD, 802.11 b/g/n, FM, GPS, Bluetooth v3.0, 2MP, Black";;"Samsung Galaxy S WiFi 4.2 / 8GB / schwarz";"Samsung Galaxy Player 4.2";2012-05-12;
14192008;mp3_players;mp3_players,audio_video_sales,samsung;;;;;"A perfect addition to your non-stop life has arrived. Say hello to the new compact Galaxy S WiFi 3.6, your always-in-the-know never-miss-a-moment partner-in-fun. Small in size, big on everything else.";"GALAXY S Wi-Fi 3.6, 1GHz OMAP, 8GB, 3.65” HVGA TFT LCD, Rear Camera (2MP, LED Flash) & Front Camera, 3.5mm Ear Jack, Bluetooth 3.0, USB 2.0, Wi-Fi 802.11 b/g/n, microSD 32MB Max, S-GPS, Android 2.3, White, 107.4g";;"Samsung Galaxy S WiFi 3.6 / 8GB / wei";"Samsung Galaxy Wi-Fi";2012-05-14;"975.93 USD"
14237220;mp3_players;mp3_players,audio_video_sales,yarvik;;;;"Yarvik Funkick Media Player 8 GB Black";;"Yarvik Funkick Media Player 8 GB Black";;"Yarvik Funkick Media Player 8 GB Black";"Yarvik PMP230 MP3 player & recorder";2012-05-18;"185.69 EUR,761.58 USD"
14288064;mp3_players;mp3_players,audio_video_sales,samsung;;;;;"Music On, Game On\nThe new Android Player, Samsung GALAXY Player 4.2 is a powerful player tailor-made for you, giving powerful leisure time, brings movies and games to life like never before. Featuring a blazing fast 1 GHZ processor, offering you great performance and speed for smooth operation. With 4.2” LCD widescreen display, it gives you superb gaming and entertainment experience as well. Embedded front stereo speaker with 5.1 channel Samsung unqiue sound SoundAlive™ and unparalleled audio effect, feel like you are in a real theater. Besides, GALAXY Player 4.2 is preloaded with the hottest game Angry Birds and 6 of the most on demand EA games, including the most popular preloaded game <<FIFA12>> and the full version of <<NEED FOR SPEED>>, let you enjoy fun games at anytime, anywhere!\n\nGet Connected at Your Fingertips\nYour GALAXY Player 4.2 allows you to get connected with friends! To stay updated using it for free video calling with apps like Skype, Tango, LINE thought VOIP and WIFI technology. Or you may enjoy hand-free earphone via Bluetooth connection connect with your mobile. Then you will never get miss call when enjoying music. With AllShare™ technology, which let you enjoy videos play back on a large TV screen, also can choose Samsung Smart View mode to use your GALAXY Player 4.2 as your TV remote control (only applicable to selected Samsung TV), so you can play simultaneously on TV and your player. Only one player on palm allows you to share every joyful moment with friends instantly.\n\nRich Multimedia Experience\nWith Chic and simple design, the Samsung GALAXY Player 4.2 runs on Android's OS allows you to enjoy music and entertainment on the go, just one touch to open the media player. Equipped with front stereo speaker and Samsung’s SoundAlive™ 5.1 channel surround sound,. The Drag & Play feature supports various multimedia files such as RMVB, MP3 formats. And just one button to open a new music world, so you can enjoy all music files as you wish. Plus, there are many more useful apps and games available on Google Play Shop and Samsung Apps, download to enjoy unlimited fun wherever and whenever you like.";"YP-GI1CW - 4.2"" LCD, 800x480, 8GB, 2MP, FM, VoIP, mocro SD, USB 2.0, Bluetooth 3.0, 802.11 b/g/n, GPS, 118g, White";;;"Samsung YP-GI1CW";2012-05-20;"150.46 EUR,562.79 USD"
14359521;mp3_players;mp3_players,audio_video_sales,sony;;;;;"Sony NWZ-B172BC, Walkman. Player media type: flash-media. Display: LCD, Display number of colours: Monochrome, Backlight colour: White. Audio formats supported: MP3, WMA. Headphone connectivity: 3.5 mm. Interface: USB 2.0, USB connector type: USB A";"Sony NWZ-B172BC Walkman, flash-media, LCD, Monochrome, White, MP3, WMA, 3.5 mm";;;"Sony Walkman NWZ-B172BC MP3 player & recorder";2012-05-24;"985.62 EUR,19.86 USD"
14359522;mp3_players;mp3_players,audio_video_sales,sony;;;;;"Sony NWZ-B172LC, Walkman. Player media type: flash-media. Display: LCD, Display number of colours: Monochrome, Backlight colour: Blue. Audio formats supported: MP3, WMA. Headphone connectivity: 3.5 mm. Interface: USB 2.0, USB connector type: USB A";"Sony NWZ-B172LC Walkman, flash-media, LCD, Monochrome, Blue, MP3, WMA, 3.5 mm";;;"Sony Walkman NWZ-B172LC MP3 player & recorder";2012-05-24;"521.84 EUR,451.09 USD"
14359523;mp3_players;mp3_players,audio_video_sales,sony;;;;;"Sony NWZ-B172PC, Walkman. Player media type: flash-media. Display: LCD, Display number of colours: Monochrome, Backlight colour: Pink. Audio formats supported: MP3, WMA. Headphone connectivity: 3.5 mm. Interface: USB 2.0, Microphone connectivity: 3.5 mm, USB connector type: USB A";"Sony NWZ-B172PC Walkman, flash-media, LCD, Monochrome, Pink, MP3, WMA, 3.5 mm";;;"Sony Walkman NWZ-B172PC MP3 player & recorder";2012-05-24;"286 USD"
14514830;mp3_players;mp3_players,audio_video_sales,yarvik;;;;;"<b>Control your music with a click</b>\nAre you living up to the beat? Then take your tunes everywhere with you with Yarvik media players. It’s a matter of just transferring your tracks and before you know, you’re listening on the go, all with the click of a button.\n\n<b>Clip it to your shirt and it stays put</b>\nComes with a durable and convenient spring loaded clip to rapidly attach your media player to your shirt. Or the belt of your shoulder bag. Or to your bag itself. Or any other thing you'd like.\n\n<b>Pick your favorite color</b>\nAvailable in a wide variety of colours, there is a Yarvik media player for literaly everyone.";"2GB, MP3/WMA/OGG, USB 2.0, 3.5mm, 130 mAh, Black";;;"Yarvik PMP020 MP3 player & recorder";2012-06-01;"727.39 EUR,237.97 USD"
14514831;mp3_players;mp3_players,audio_video_sales,yarvik;;;;"Yarvik Run MP3 Player 4 GB Black";" ";"4GB, MP3/WMA/OGG, USB 2.0, 3.5mm, 130 mAh, Black";;"Yarvik Run MP3 Player 4 GB Black";"Yarvik PMP030 MP3 player & recorder";2012-06-01;"586.83 EUR,383.52 USD"
14514832;mp3_players;mp3_players,audio_video_sales,yarvik;;;;"Yarvik Run MP3 Player 4 GB Silver";" ";"4GB, MP3/WMA/OGG, USB 2.0, 3.5mm, 130 mAh, Silver";;"Yarvik Run MP3 Player 4 GB Silver";"Yarvik PMP031 MP3 player & recorder";2012-06-01;"118.28 EUR,518.97 USD"
14514833;mp3_players;mp3_players,audio_video_sales,yarvik;;;;"Yarvik Run MP3 Player 4 GB Red";" ";"4GB, MP3/WMA/OGG, USB 2.0, 3.5mm, 130 mAh, Red";;"Yarvik Run MP3 Player 4 GB Red";"Yarvik PMP032 MP3 player & recorder";2012-06-01;"671.59 EUR,378.32 USD"
14514834;mp3_players;mp3_players,audio_video_sales,yarvik;;;;"Yarvik Run MP3 Player 4 GB Pink";" ";"4GB, MP3/WMA/OGG, USB 2.0, 3.5mm, 130 mAh, Pink";;"Yarvik Run MP3 Player 4 GB Pink";"Yarvik PMP034 MP3 player & recorder";2012-06-01;"633.21 USD"
14514835;mp3_players;mp3_players,audio_video_sales,yarvik;;;;"Yarvik Funkick Media Player 4 GB Black";" ";"4GB, 3.81 cm (1.5 "") TFT, 128 x 128, MP3/OGG/WMA, JPEG/BMP, AMV, TXT, USB 2.0, Earphones, 3.5 mm, Black";;"Yarvik Funkick Media Player 4 GB Black";"Yarvik PMP220 MP3 player & recorder";2012-06-01;"449.49 EUR,733.22 USD"
14514836;mp3_players;mp3_players,audio_video_sales,yarvik;;;;;"<b>Control your music with a click</b>\nAre you living up to the beat? Then take your tunes everywhere with you with Yarvik media players. It’s a matter of just transferring your tracks and before you know, you’re listening on the go, all with the click of a button.\n\n<b>Pick your favorite color</b>\nAvailable in a wide variety of colours, there is a Yarvik media player for literaly everyone.";"4GB, 3.81 cm (1.5 "") TFT, 128 x 128, MP3/OGG/WMA, JPEG/BMP, AMV, USB 2.0, Earphones, 3.5 mm, Silver";;;"Yarvik Funkick 4GB";2012-06-01;"748.01 EUR,191.35 USD"
14514837;mp3_players;mp3_players,audio_video_sales,yarvik;;;;"Yarvik Funkick Media Player 4 GB Red";" ";"4GB, 3.81 cm (1.5 "") TFT, 128 x 128, MP3/OGG/WMA, JPEG/BMP, AMV, TXT, USB 2.0, Earphones, 3.5 mm, Red";;"Yarvik Funkick Media Player 4 GB Red";"Yarvik PMP222 MP3 player & recorder";2012-06-01;"119.99 EUR"
14514838;mp3_players;mp3_players,audio_video_sales,yarvik;;;;;"<b>Control your music with a click</b>\nAre you living up to the beat? Then take your tunes everywhere with you with Yarvik media players. It’s a matter of just transferring your tracks and before you know, you’re listening on the go, all with the click of a button.\n\n<b>Pick your favorite color</b>\nAvailable in a wide variety of colours, there is a Yarvik media player for literaly everyone.";"4GB, 3.81 cm (1.5 "") TFT, 128 x 128, MP3/OGG/WMA, JPEG/BMP, AMV, USB 2.0, Earphones, 3.5 mm, Pink";;;"Yarvik Funkick 4GB";2012-06-01;"144.09 EUR,809.58 USD"
14514839;mp3_players;mp3_players,audio_video_sales,yarvik;;;;;"<b>Control your music with a click</b>\nAre you living up to the beat? Then take your tunes everywhere with you with Yarvik media players. It’s a matter of just transferring your tracks and before you know, you’re listening on the go, all with the click of a button.\n\n<b>Pick your favorite color</b>\nAvailable in a wide variety of colours, there is a Yarvik media player for literaly everyone.";"4GB, 3.81 cm (1.5 "") TFT, 128 x 128, MP3/OGG/WMA, JPEG/BMP, AMV, TXT, USB 2.0, Earphones, 3.5 mm, Blue";;;"Yarvik Funkick 4GB";2012-06-01;"139.86 EUR,592.08 USD"
14514840;mp3_players;mp3_players,audio_video_sales,yarvik;;;;;"<b>Control your music with the press of a button</b>\nDo you live to the beat? Then take your tunes with you everywhere with a Yarvik media player. It's just a matter of transferring your tracks and before you know it you're listening on the go all with the press of a button.\n\nPlay videos or look at pictures on the 1.5"" display\n\n<b>Pick your favourite colour</b>\nAvailable in a wide variety of colours, there is a Yarvik media player for literally everyone.";"4GB, 3.81 cm (1.5 "") TFT, 128 x 128, MP3/OGG/WMA, JPEG/BMP, AMV, TXT, USB 2.0, Earphones, 3.5 mm, Baby Blue";;;"Yarvik Funkick 4GB";2012-06-01;"938.46 EUR,9.27 USD"
14514841;mp3_players;mp3_players,audio_video_sales,yarvik;;;;"Yarvik Funkick Media Player 4 GB Mid Purple";"<b>Control your music with a click</b>\nAre you living up to the beat? Then take your tunes everywhere with you with Yarvik media players. It’s a matter of just transferring your tracks and before you know, you’re listening on the go, all with the click of a button.\n\nplay videos or watch you pictures on the 1.5"" display\n\n<b>Pick your favorite color</b>\nAvailable in a wide variety of colours, there is a Yarvik media player for literaly everyone.";"4GB, 3.81 cm (1.5 "") TFT, 128 x 128, MP3/OGG/WMA, JPEG/BMP, AMV, TXT, USB 2.0, Earphones, 3.5 mm, Mid Purple";;"Yarvik Funkick Media Player 4 GB Mid Purple";"Yarvik PMP228 MP3 player & recorder";2012-06-01;"326.11 EUR,733.77 USD"
1455353;mp3_players;mp3_players,audio_video_sales,sony;;;;;"Cut the cable clutter and go wireless with built-in Bluetooth and wireless headphones. Ultra-compact 4GB music and video player with superior quality 2.4"" LCD screen, drag and drop file transfer and an incredible battery life of up to 36 hours.";"6.096 cm (2.4 "") QVGA (320x240), MP3, AAC, L-PCM, WMA, MPEG4 & AVC, JPRG, Bluetooth";;;"Sony NWZ-A826K Black";2008-03-13;"548.89 EUR,336.63 USD"
14771985;mp3_players;mp3_players,audio_video_sales,sony;;;;;"Sony NWZ-B172RC, Walkman. Player media type: flash-media. Display: LCD, Display number of colours: Monochrome, Backlight colour: Red. Audio formats supported: MP3, WMA. Headphone connectivity: 3.5 mm. Interface: USB 2.0, USB connector type: USB A";"Sony NWZ-B172RC Walkman, flash-media, LCD, Monochrome, Red, MP3, WMA, 3.5 mm";;;"Sony Walkman NWZ-B172RC MP3 player & recorder";2012-07-18;"954.46 USD"
14779880;mp3_players;mp3_players,audio_video_sales,samsung;;;;;"Gear up your music and go!\n\nReady for a workout with your tunes but loaded down by your smartphone? Grab your YP - W1 and go! This MP3 player is perfectly designed for Samsung GALAXY S III. Quick music transfers direct from GALAXY S III via easy Phone Connector. Convenient Built-in Clip - just clip and run. Check battery status instantly through LED power indicator. Random Play and SoundAlive Bass Mode boost your mobile music experience to the max.";"GALAXY S III MP3, 4GB, MP3, WMA, OGG, FLAC, 17h, Pebble blue";;"Samsung S Pebble / 4GB / blau";"Samsung YP-W1AL MP3 player & recorder";2012-07-20;"77.42 EUR,966.99 USD"
14779881;mp3_players;mp3_players,audio_video_sales,samsung;;;;;"Samsung W1. Player media type: flash-media. Audio formats supported: FLAC, MP3, OGG, WMA. Weight: 13.5, Depth: 13.3, Height: 43.1. Connectivity technology: Wired";"Samsung W1, flash-media, FLAC, MP3, OGG, WMA, 13.5, 13.3, 43.1, Wired";;"Samsung S Pebble / 4GB / wei";"Samsung W1";2012-07-20;"900.56 EUR,239.87 USD"
14792151;mp3_players;mp3_players,audio_video_sales,sony;;;;;"<b>Share your sounds out loud</b>\nEnjoy all the richness and detail of Walkman® sound, wherever you are and whatever you're doing. The colourful, style-matched portable speaker dock lets everyone enjoy your favourite music: it's a great way to get the party started... or just relax with your perfect soundtrack.\n\n<b>Share your sounds</b>\nLet everyone enjoy your favourite sounds… at home, in the garden, or while you're on holiday. Walkman® comes with its own colour-matching portable speaker dock that's tuned for clear sound with satisfying, solid bass.\n\n<b>Listen for longer</b>\nKeep on listening with generous battery life. Enjoy up to 36 hours music playback from a single charge - enough to keep you going on the longest journeys.\n\n- Share your music with supplied speaker dock - Walkman® battery powers the style-matching portable speaker dock; Digital Clear Phase technology ensures clear sound with rich bass.\n- Clear Audio technologies for legendary sound - Clear Stereo, Clear Bass and DSEE, plus EX headphones get the best from your music collection, even heavily compressed music files.\n- Get millions of great tracks with Music Unlimited - Stream a huge range of hits, classics, new releases and ad-free radio channels (see www.musicunlimited.com/legal for availability).\n- Listen for longer - Help lengthy journeys slip by, with up to 36 hours music playback or 6 hours video playback from a single battery charge.\n- Enjoy all your music library and more - Fill Walkman® with drag-and-drop music, video, playlist and photo transfers (non-DRM content) from Windows® Explorer or iTunes.\n- Sculpt your sound - Precisely tailor your listening; the 5-band equaliser lets you boost or cut frequencies to suit your personal taste.\n- Music how you want to hear it - Dynamic Normaliser balances nasty volume jumps between songs; VPT recreates the sound of a studio, club gig or arena.\n- Match the music to your mood - SensMe™ sorts your music into themed channels to suit any mood, from a relaxing wake-up to that energetic workout.\n- Start the party with karaoke mode - Reduce the singer's volume in music tracks to create your own fun backing; sing along with synchronised lyrics display.\n- Simpler language learning - Hear exactly what's being said with variable playback speed and repeat functions - great when you're practising a new language.\n- Make a voice note - Built-in voice recorder function lets you capture spur-of-the-moment thoughts in meetings, lectures or on the go.\n- Personalise your look - Pick from a choice of colourful wallpaper options, or choose a favourite photo.\n- Hear your favourite radio shows - Tune in to your favourite FM radio stations; store and recall up to 30 presets.\n- Play fun games - Comes pre-loaded with a choice of two entertaining games.";"NWZ-E473K 4GB Walkman Video MP3 player, Black";"<b>Spielen Sie Ihre Musik laut</b>\nFreuen Sie sich auf satten und detailreichen WALKMAN® Klang – ganz egal, wo Sie sind oder was Sie gerade machen. Mit dem farbenfroh-stylischen, tragbaren Docking-Lautsprecher können auch andere Ihre Lieblingsmusik genießen. So kann die Party richtig losgehen. Oder Sie entspannen sich einfach mit Ihrer Lieblingsmusik.\n\n- Gemeinsamer Musikgenuss über mitgelieferten Docking-Lautsprecher - Der stylische Docking-Lautsprecher wird über den WALKMAN® Akku mit Strom versorgt; Die digitale Clear Phase Technologie sorgt für klaren Sound und satte Bässe\n- Clear Audio Technologien für ein legendäres Klangerlebnis - Clear Stereo, Clear Bass und DSEE, plus EX-Kopfhörer für eine klangstarke Wiedergabe Ihrer Musiksammlung, selbst bei stark komprimierten Musikdateien\n- Greifen Sie dank Music Unlimited jederzeit auf Millionen von Musiktiteln zu - Übertragen Sie eine riesige Menge an Hits, Klassikern, Neuerscheinungen und werbefreie Radiokanäle (prüfen Sie unter www.musicunlimited.com/legal welche verfügbar sind)\n- Für ein lang anhaltendes Hörvergnügen - Verkürzen Sie sich lange Reisen mit bis zu 36 Stunden Musikwiedergabe und 6 Stunden Videowiedergabe mit einer einzigen Akkuladung\n- Genießen Sie Ihre Musikbibliothek und vieles mehr - Übertragen Sie Musik, Videos, Wiedergabelisten und Fotos aus dem Windows® Explorer oder über iTunes per Drag & Drop auf den Walkman® (keine DRM-Inhalte)\n- Bestimmen Sie Ihren Sound - Stimmen Sie das Hörvergnügen präzise ab; mit dem 5-Band-Equalizer können Sie ganz nach persönlichem Geschmack Frequenzen verstärken oder abschwächen\n- Musikgenuss ganz nach Ihrem Geschmack - Dank Dynamic Normaliser werden unschöne Lautstärkeschwankungen zwischen Titeln ausgeglichen; VPT erzeugt Sound wie im Studio, bei einem Club-Gig oder in der Arena\n- Passen Sie Musik an Ihre Stimmung an - SensMe™ fasst Ihre Musiktitel in thematischen Kanälen zusammen, sodass Sie sie vom sanften Wecken am Morgen bis zum energiegeladenen Workout je nach Stimmungslage auswählen können\n- Bringen Sie Ihre Party mit dem Karaoke-Modus so richtig in Gang - Verringern Sie die Lautstärke von Interpreten auf Musiktiteln, und erstellen Sie eigene musikalische Einlagen; Singen Sie nach der synchronisierten Songtextanzeige\n- Einfach Sprachen lernen - Hören Sie dank variabel einstellbarer Wiedergabegeschwindigkeit und Wiederholfunktionen exakt, was gesagt wird. Diese Funktion eignet sich großartig zum Erlernen einer Sprache\n- Erstellen Sie eine Sprachnotiz - Mit der integrierten Voice Recorder-Funktion können Sie spontane Gedanken in Meetings, bei Kursen oder unterwegs erfassen\n- Erstellen Sie Ihr eigenes Design - Suchen Sie sich aus verschiedenen Hintergrundbildern eines aus, oder wählen Sie Ihr Lieblingsfoto\n- Hören Sie Ihre Lieblingsradiosendungen - Schalten Sie Ihre UKW-Sender ein Speichern und Aufrufen von bis zu 30 Voreinstellungen\n- Freuen Sie sich auf ein tolles Spielevergnügen - Zwei unterhaltsame Spiele sind bereits vorinstalliert";"NWZ-E473K WALKMAN Video-mp3-Player mit 4 GB, Schwarz";"Sony Walkman NWZ-E473K";2012-07-22;"230.07 EUR"
