sku;family;categories;color_scanning;maximum_print_size;multifunctional_functions;weight;power_requirements;description-fr_FR-print;description-fr_FR-mobile;description-en_US-print;description-en_US-mobile;description-de_DE-print;description-de_DE-mobile;name;release_date
13930169;multifunctionals;multifunctionals,oki;;legal-216-x-356-mm-;scan;;230V AC, 50/60Hz;;;<b>MB480 - Ultra-reliable, mono multifunction printer for small workgroups</b>\nAt OKI, we know that when you buy a new multifunction product you want maximum productivity with a minimum learning curve. The MB480 is an efficient, highly dependable 4-in-1 multifunction printer for small, very busy workgroups.\n\nDesigned to bring you class-leading functionality including rapid print and copy speeds, colour scanning, built-in fax and two-sided printing as standard. It even comes with an extendable paper supply and a choice of long-life consumables for high workloads.\n\nWhat’s more, it uses OKI’s ultra-reliable digital LED print technology, backed by the industry’s longest warranty cover, to keep you printing page after page, day after day.\n\n<b>Enhanced efficiency</b>\nThe network-ready MB480, with optional extendable paper supply backed with ultra-high capacity consumables lets your entire team print and copy for longer, with fewer interruptions.\n\n<b>Ultimate dependability</b>\nDesigned for trouble-free operation and reliability that you can really depend upon, the MB480 comes with a full 3-year parts and labour warranty as standard. Not only that, the digital LED print head is protected by its own 5-year warranty!\n\n<b>Effortless productivity</b>\nWhatever the task: printing, copying, scanning or faxing - the intuitive controls of the MB480 boosts productivity right across the office by letting everyone get more done, faster.;LED, Copy/Scan/Print/Fax, 28ppm, 1200x1200dpi, 64MB, USB 2.0, 10/100 Base-TX, 19000g, White;;;OKI MB480;2012-04-20
13938083;multifunctionals;multifunctionals,hp;;a4-letter-216-x-297-mm-;copy,print,scan;;;;;Printing and sharing wirelessly is easier than ever. Send scans to email, using the vibrant touchscreen. Print from virtually anywhere with HP ePrint. Conserving resources is automatic with two-sided prints and copies.\n\n<b>Ideal for</b>\n- Wireless printing of lab-quality photos and everyday documents easily and affordably at home.\n\n<b>Features</b>\n\n<b>Print wirelessly and stay connected—on the go.</b>\n- HP ePrint—now you can print from virtually anywhere.\n- Easily print and share, using built-in wireless, and connect quickly with HP Auto Wireless Connect.\n- Download convenient, free apps from HP and partners to wirelessly print directly from a smartphone.\n- Automatically print and copy on both sides of a single page.\n\n<b>Take projects from start to finish—without a PC.</b>\n- Access a library of free apps using the 2.65-inch (6.7 cm) color touchscreen.\n- Scan photos and everyday documents to email—without a PC.\n- Use your memory card to print photos directly. Save images to a card without using a PC.\n\n<b>Balance affordable printing and brilliant quality.</b>\n- Print affordably, using individual inks, and save more with high-capacity cartridges for frequent printing.\n- Create lab-quality, water-resistant photos without borders, as well as archive-quality documents.\n- Print, scan, copy, and connect to the Web. Produce borderless, lab-quality photos and everyday documents.\n- Use Original HP print cartridges for quality, reliability, and rewards.\n\n<b>Easily save paper and energy.</b>\n- Save energy, using an e-all-in-one that is ENERGY STAR® qualified.\n- Consume up to 50% less paper, using automatic two-sided printing and copying.\n- Get free cartridge recycling through HP Planet Partners.;Photosmart 5520 e-All-in-One Printer;;;HP Photosmart 5520 e-AiO;2012-04-20
13969257;multifunctionals;multifunctionals,lexmark;;a3-297-x-420-mm-;copy,fax,print,scan;79.3 KILOGRAM;;;;<b>INTUITIVE COLOUR TOUCH SCREEN</b>\nThe extra large 10.2-inch colour touch screen allows you to operate your printer with ease and confidence through smart and intuitive navigation, easy access to workflow solutions and shortcuts, and the ability to preview your documents and print jobs at the device.\n\n<b>RECIRCULATING AUTOMATIC DOCUMENT FEEDER (RADF)</b>\nSave time by scanning both sides of your document with robust colour-scanning capabilities and an input capacity of up to 100 pages.\n\n<b>AFFORDABLE A3 COLOUR PRINTING</b>\nVibrant, professional-quality output on a wide variety of media for more colour printing in-house. Supports media up to 11.7 x 48 inches.\n\n<b>LEXMARK SOLUTIONS</b>\nReduce unnecessary printing and simplify work processes through solution applications preloaded on your device. Choose additional Lexmark solutions to fit your unique workflow needs.\n\n<b>BUSINESS PRODUCTIVITY</b>\nScan to multiple destinations, including scan to email, scan to FTP, scan to fax, scan to network and more.\n\n<b>ADVANCED SECURITY</b>\nProtect your device, data and network with innovative security controls, like authentication and authorisation, and a hard disk with disk wiping and encryption.;X925de - 4-in-1, LED, 600 x 600 dpi, 30ppm, A3, Duplex, 1536 MB, USB 2.0, 53 dB;;;Lexmark X925DE;2012-04-20
13973516;multifunctionals;multifunctionals,oki;;legal-216-x-356-mm-;copy,print,scan;;;;;"<b>MC361 Color MFP Highlights:</b>\n- Print and copy at speeds up to 23 ppm in color, 25 ppm in black & white1;\n- HD Color printing technology for outstanding print and copy quality;\n- Multi-tasking functionality standard, enabling two tasks to be performed at once;\n- 3.5"" backlit, tilting LCD operator panel with 1-touch fax dialing keys;\n- PCL® and PostScript® 3™ emulations;\n- Duplex (2-sided) printing/copying, standard;\n- Full-featured fax with dual access functionality and 4 MB fax memory2;\n- Multiple scan-to locations: PC, network, FTP, e-mail or USB memory stick;\n- Print from USB memory stick;\n- 50-sheet reversing automatic document feeder (RADF), standard – saves time and energy;\n- 350-sheet standard paper capacity, expands to 880 sheets with optional 2nd tray;\n- Banner printing capability on sheets up to 52"" in length3;\n- Color Access Policy Manager controls printing costs by defining usage rules;\n- Separate CMYK toner cartridges for lower cost of operation;\n- Compact design to fit even the smallest environment;\n- ENERGY STAR® compliant.\n\nThe MC361 Color MFP from OKI Printing Solutions combines speed, reliability and ease of use with high-quality color and four-in-one functionality— all in an affordable desktop device with a footprint small enough to fit easily into your work space. It’s the perfect solution for individuals and small workgroups.\n\nFeatures that enhance productivity – Do more, faster. The MC361 Color MFP prints or copies up to 23 color pages or 25 black & white pages per minute, with the first color page printing in just 9 seconds.1 It has a reversing automatic document feeder (RADF) that quickly scans both sides of a document. Color duplex printing occurs at 12 ppm, black & white at 13 ppm. And its multi-tasking capabilities let you set up or perform two tasks at the same time.\n\nVersatile scanning capabilities – Use the MC361 Color MFP to turn hard-copy documents into electronic files by placing them in the RADF or directly onto the flatbed scanner, and scanning them in black & white or color. Send a document directly to a locally attached PC or to the shared directory on the network (without the need for additional software), to an e-mail address or to an FTP site. Or simply insert a USB memory stick into the port conveniently located on the front of the unit and save your scan\nUsers can also print files from a USB stick, print PDF files with Direct Print without opening an application, and remotely preview and scan via their network connection and TWAIN driver. The MC361 MFP prints and copies in HD Color, an OKI® exclusive: multi-level printheads and microfine toner provide more detail, greater color depth and reduced grain, for breathtaking output even on ordinary office paper—with Auto Color Balance to ensure color consistency across all jobs.\nAnd, with a duty cycle of up to 45,000 pages per month, this durable device can be relied upon to handle large daily print and copy volumes.\n\nA full-featured fax device – The MC361 Color MFP has dual access functionality that lets you scan faxes into memory while the unit is busy sending or receiving faxes. It also comes with a number of features found in more expensive MFP devices: T.37 Internet faxing, Tel/Fax auto switching, telephone answering device (TAD) interface, distinctive ring to differentiate between incoming fax messages and phone calls, speed-dial ID display, and generous fax memory.\n\nMaking your job easier – The MC361 Color MFP is really user friendly. It’s network-ready right out of the box and has an intuitive operator panel that’s simple to use, with a 3.5"" backlit LCD display that tilts up for easy reading.\n\nExpect more support – You can expect total support from your Authorized OKI Printing Solutions MFP provider.";MC361 - 23/25ppm, 1200 x 600, 533 MHz, Fast Ethernet, RAM 256MB, 29000g, White;;;OKI MC361;2012-04-20
139906;multifunctionals;multifunctionals,samsung;;a4-210-x-297-mm-;scan,n;;;;;Introducing your new personal assistant. \nThe new Samsung SCX-4100 is where outstanding design meets multi-functionality. The result is a powerful yet easy-to-use digital copier.With one of the world's smallest footprints, the Samsung SCX-4100 offers you versatility and productivity where you need it - right at your desk.;SCX-4100 14ppm 600X600dpi A4 USB;;;Samsung SCX-4100 multifunctional;2005-07-15
1405232;multifunctionals;multifunctionals,lexmark;;;copy,print;;;;;"Designed especially for medium-sized workgroups that want quality color and increased productivity, Lexmark’s network-ready X560n MFP delivers high-performance printing, copying, scanning and faxing. This is the perfect solution for your everyday color needs! Options include duplex printing and additional input capacity. \n\n- Color laser multifunction device.\n- Print up to 31 ppm black, 20 ppm color.\n- Newly enhanced toner.\n- Easy to share; easy to use.\n\n<b>Great value for your everyday color needs</b>\nPrinting should be as attractive on your budget as it is on your documents. Built for demanding medium-sized workgroups, the Lexmark X560n MFP brings you a world of cost-saving benefits. By merging print, copy, fax and scan into one high-performance network device, you save considerably on office space, hardware costs, consumables, service contracts and energy. But why stop there? Opt for the high-yield cartridges to drive down your cost per page. Add the optional duplex unit to save paper, money and the environment – all at the same time!\n\n<b>Elevate office productivity! </b>\nThe Lexmark X560n is robust, reliable and ready to go to work with PostScript 3 and PCL 6 compatibility. It is perfect for integration into any IT environment. Need to copy a large presentation before lunch? No problem. Just load the 50-page Automatic Document Feeder and zip through your document. More than just fast, the X560n gives you a range of efficiency-boosting features too, like a multipurpose feeder, fax speed dials and intuitive workflow software to digitize, manage, search and edit documents with ease.\n\n<b>An effortless way of working </b>\nA plug-and-print solution, everything about the Lexmark X560n is straightforward and simple. The consumables are 100% front-loading, so they take just seconds to replace. The operator panel offers a variety of intuitive features to simplify everyday workflow tasks. For instance, it includes a handy job-cancel button to put the brakes on print runs quickly, so you don’t waste paper. The 4-line graphical display guides you through printing and maintenance tasks with ease. You get the tools you need to help maximize uptime and boost productivity!\n\n<b>Color you can be proud of </b>\nStudies show that color can increase brand recognition and reader retention by up to 80%, and that more than 60% of buying decisions are based on color! * Even a little bit of color can make a big difference in your business. So when you can acquire color that’s fast and affordable as well as eye-catching, why settle for anything less? Combining newly enhanced toner, Pantone calibration and crisp 2400 Image Quality, the Lexmark X560n is perfect for all your important document needs – from presentations and office memos to spreadsheets and newsletters. \n\n<b>Lexmark’s guarantee to you </b>\nAt Lexmark, we’re always working hard to ensure you achieve maximum productivity and minimum downtime. Our X560n MFP includes our solid service warranty of One-year Onsite Repair, with a response time of next business day *. For an even greater level of peace of mind, you can opt for one of our extended-warranty service offerings. For more information on any of these offerings, contact your local dealer or visit us today at www.lexmark.com.\n\n<b>Duplex print unit </b>\nWhat better way to reduce costs while promoting earth-friendly practices in your business? With two-sided printing, everyone wins. Save paper, money and the environment!\n\n<b>Extra drawer with floor stand </b>\nTo load a second paper type or increase your input capacity, add the extra 550-sheet drawer. It comes with a flexible floor stand that gives you extra storage space.";X560n- Color laser multifunction, 31 ppm black, 20 ppm color;;;Lexmark X560n;2008-02-03
14067909;multifunctionals;multifunctionals,dell;;a4-210-x-297-mm-;copy,print;;;;;"The ideal wireless all-in-one for your family. Whether it’s printing, scanning, copying or faxing the DellTM V525w All-in-One Wireless Inkjet Printer handles it with ease. With this printer, you can print brilliant, lasting photos and professional-looking documents at up to 4800x1200 dpi resolution. Easily navigate your way through the menu functions of this printer with the bright and clear 2.4-inch color LCD display. It prints up to 35 ppm in mono and up to 30 ppm in color delivering optimum performance every time you print. With the embedded Wi-Fi 802.11b/g/n, the Dell V525w All-in-One Wireless Inkjet Printer enables shared use of the device among multiple users on your wireless network and extends greater value and savings. The built-in Optical Character Recognition (OCR) software saves time and effort turning scanned text into editable documents. It offers PictBridgeTM and USB connectivity options to print photos as well as documents directly from enabled digital cameras or USB thumb drives, all without turning on your PC. Additionally, the Dell Ink Management Software - an intelligent software program that monitors the printer’s ink level and notifies you when the ink levels are low. Equipped with Eco-Mode feature, automatically enables two-sided printing; dimming of the LCD display when not in use and switching to Power Saver Mode after 10 minutes of non-use for energy savings. With such wide range of features, the V525w All-in-One Wireless Inkjet Printer lets you print vivid, bright and vibrant printouts with effectiveness and ease. This product has been tested and validated on Dell systems. It is supported by Dell Technical Support when used with a Dell system.";V525w - Ink-jet, 4800 x 1200 dpi, CIS, Ethernet 10 Base-T, IEEE 802.11b/g/n, USB 2.0, PictBridge;Drucken, scannen, kopieren und faxen Sie mit brillanten Ergebnissen. Drucken Sie mit dem kompakten, erschwinglichen V525w All-in-One-Wireless-Tintenstrahldrucker von nahezu überall in Ihrem Heimnetzwerk aus.\n\n- 4-in-1-Vielseitigkeit: Drucken, scannen, kopieren und faxen Sie mit einem einzigen platzsparenden Gerät.\n- 2,4-Zoll-LCD-Farbdisplay: Mithilfe des praktischen 2,4-Zoll-LCD-Farbdisplays können Sie und Ihre Familie problemlos durch die Druckermenüs navigieren, ohne dazu einen PC einschalten zu müssen.\n- Zeit- und Energieersparnis: Sorgen Sie für effizientes Arbeiten durch hohe Druckgeschwindigkeiten, automatische Dokumentzuführung für 35 Blatt und die Funktion für beidseitiges Drucken. Nutzen Sie außerdem die Eco-Mode-Taste, um Energieeinsparungen zu erzielen.\n- Immer in Verbindung: Dank integrierter 802.11b/g/n-WiFi-Funktion können mehrere Familienmitglieder von verschiedenen Räumen aus drucken.;V525w - Ink-jet, 4800 x 1200 dpi, CIS, Ethernet 10 Base-T, IEEE 802.11b/g/n, USB 2.0, PictBridge;DELL V525w;2012-04-23
14067910;multifunctionals;multifunctionals,dell;;a4-210-x-297-mm-;copy,print,scan;;;;;"Print, scan, copy and fax, and get professional results. The full-featured V725w All-in-One Wireless Inkjet Printer can keep you productive and efficient.\n\n- Enjoy 4-in-one convenience: Use one space-saving device to print, scan, copy and fax. Easily navigate printer menus with a 2.4"" colour LCD display.\n- Use customizable shortcuts: One-touch shortcuts streamline tasks. For example, create a ""scan to email"" shortcut to send scans directly to an email account.\n- Save time and energy: Gain efficiency with fast speeds, hands free 50-page ADF and two-sided printing. The Eco-Mode button helps save energy.\n- Get connected: Access your V725w through its built-in Ethernet and embedded wireless 802.11b/g/n1.\nPrint directly from mobile devices: Print directly from your AndroidTM mobile device with Dell Mobile Print or from your iPad® , iPhone® and iPod touch® with AirPrintTM\n\nPrint, scan, copy and fax quickly and easily with the DellTM V725w All-in-One Wireless Inkjet Printer.\nBe efficient and well connected: Save space with one device to handle all your printing, scanning, copying and faxing needs. With Ethernet and wireless1 connectivity, multiple users can print from anywhere within your home or small office. Plus, now you can print directly from Android mobile devices via Dell Mobile Print or from iOS mobile devices via AirPrint3.\n\nSimplify with shortcuts: Create customizable shortcuts and streamline the steps needed to tackle frequent tasks. You can create a ""Scan to Email"" shortcut, then send the scan directly to an email account. ""Scan to Network"" and ""ID Card Copy"" shortcuts are also available.\n\nGet maximum convenience: Navigate menus without turning on your PC with the 2.4"" colour LCD display. Simplify tasks with handsfree copying, scanning or faxing of up to 50-pages at a time. Plus, save time and paper with automatic two-sided printing.\n\nStep up to professional quality at an outstanding value.\n\nRemarkable image quality and impressive print speeds make everyday jobs easier than ever.\n- Save valuable time: Count on outstanding print speeds for your home and small office tasks. Print up to 35 ppm in black and up to 30 ppm in colour (draft speed) as well as up to 10 ppm in black and 6 ppm in colour (ISO speed).4\n- Get brilliant photos and sharp documents: From personal photos to colourful office charts, experience vivid imagery with up to 4800x1200 dpi resolution. Enjoy crisp, professional-looking documents whether you’re printing, copying, scanning and faxing.\n- Find more ways to save: With Dell individual inks, you’ll only need to replace the cartridge that runs out of ink.5 For frequent printing, opt for high and extra high capacity replacement cartridges offering additional savings.\n\nConserve where you can with the energy-conscious design and features of the V725w All-in-One Wireless Inkjet Printer.\n- Eco-Mode: When engaged, the Eco-Mode enables two-sided printing and dimming of the LCD display when it’s not in use. The Eco-Mode button also switches your V725w into power saver mode after 10 minutes of nonuse for additional cost and energy savings.\n- Responsible recycling: Return your empty ink cartridges to Dell and take advantage of free recycling. Visit www.dell.com/recycle for details.\n- Choose an environmentally-conscious design: Rest assured your V725w All-in-One Wireless Inkjet Printer is designed and built in compliance with the latest environmental standards, including WEEE, RoHS and Energy Star® .";"V725w - inkjet 4-in-1, 4800 x 1200 DPI, 35 ppm, A4, A5, B5, A6, USB, LAN, WiFi, 6.096 cm (2.4 "") LCD";"Erzielen Sie professionelle Ergebnisse beim Drucken, Scannen, Kopieren und Faxen. Mit dem funktionsreichen V725w All-in-One-Wireless-Tintenstrahldrucker bleiben Sie stets produktiv und effizient.\n\n- 4-in-1-Vielseitigkeit: Drucken, scannen, kopieren und faxen Sie mit einem einzigen platzsparenden Gerät. Mit dem 2,4-Zoll-LCD-Farbdisplay können Sie ganz einfach durch die Druckermenüs navigieren.\n- Programmierbare Tastenkombinationen: Mithilfe von Tastenkombinationen können Sie per einfachem Tastendruck Aufgaben optimieren. So können Sie zum Beispiel eine Tastenkombination für ""Weiterleiten der Scanergebnisse an eine E-Mail"" erstellen, um gescannte Inhalte direkt an ein E-Mail-Konto zu senden.\n- Zeit- und Energieersparnis: Sorgen Sie für effizientes Arbeiten durch hohe Druckgeschwindigkeiten, automatische Dokumentzuführung für 50 Blatt und die Funktion für beidseitiges Drucken. Mit der Eco-Mode-Taste versetzen Sie Ihren PC in den Stromsparmodus und sparen somit aktiv Energie.\n- Vielfältige Konnektivitätsoptionen: Greifen Sie auf Ihren V725w über die integrierte Ethernet-Verbindung und die integrierte Wireless 802.11b/g/n Funktion1 zu.\n- Direkt von mobilen Geräten drucken2: Drucken Sie mit Dell Mobile Print direkt von Ihrem mobilen AndroidTM Gerät oder mit AirPrintTM 2 von Ihrem iPad®, iPhone® und iPod touch\n\nDrucken, scannen, kopieren und faxen Sie schnell und problemlos mit dem DellTM V725w All-in-One-Wireless-Tintenstrahldrucker.\nEffizienz und Konnektivität: Sparen Sie Platz, indem Sie ein Gerät nutzen, das sämtliche Druck-, Scan-, Kopier- und Faxanforderungen erfüllt. Dank der Ethernet- und Wireless-1Konnektivität können mehrere Benutzer von überall aus im Haus oder in Ihrem kleinen Büro drucken. Nun können Sie auch direkt von mobilen Android Geräten über Dell Mobile Print oder von mobilen iOS Geräten über via AirPrintTM 3 drucken.\n\nEinfacheres Arbeiten dank Tastenkombinationen: Nutzen Sie individuell anpassbare Tastenkombinationen, um die zur Ausführung häufiger Aufgaben notwendigen Schritte zu optimieren. So können Sie zum Beispiel eine Tastenkombination für ""Weiterleiten der Scanergebnisse an eine E-Mail"" erstellen, um gescannte Inhalte direkt an ein E-Mail-Konto zu senden. Für ""Scannen an Netzwerk"" und ""ID-Karten-Kopierfunktion"" sind ebenfalls Tastenkombinationen verfügbar.\n\nKomfort der Extraklasse: Mithilfe des 2,4-Zoll-LCD-Farbdisplays können Sie durch die Menüs navigieren, ohne dazu Ihren PC einschalten zu müssen. Vereinfachen Sie Aufgaben mit der automatischen Dokumentzuführung für das Kopieren, Scannen oder Faxen von bis zu 50 Seiten auf einmal. Darüber hinaus können Sie mit der Funktion für den automatischen beidseitigen Druck Zeit und Papier einsparen.\n\nErzielen Sie professionelle Qualität kombiniert mit einem hervorragenden Preis-Leistungs-Verhältnis.\n\nProfitieren Sie von einer bemerkenswerten Bildqualität und beachtlichen Druckgeschwindigkeiten und erledigen Sie alltägliche Aufgaben so problemlos wie nie zuvor.\n- Große Zeitersparnis: Nutzen Sie für Druckaufgaben zu Hause oder in Ihrem kleinen Büro ein Gerät mit herausragenden Druckgeschwindigkeiten. Drucken Sie mit Geschwindigkeiten von bis zu 35 Seiten pro Minute in Schwarz-Weiß und 30 Seiten pro Minute in Farbe (im Draft-Modus) bzw. bis zu 10 Seiten pro Minute in Schwarz-Weiß und 6 Seiten pro Minute in Farbe (ISO-Geschwindigkeit).4\n- Brillante Fotos und gestochen scharfe Dokumente: Genießen Sie mit einer Auflösung von 4.800 × 1.200 dpi eine klare Bildqualität, bei persönlichen Fotos genau wie bei farblichen Diagrammen für Ihre Präsentationen im Büro. Ganz gleich, ob Sie die Druck-, Kopier-, Scan- oder Faxfunktion nutzen, Sie erhalten immer gestochen scharfe Dokumente in professioneller Qualität.\n- Zusätzliches Einsparpotenzial: Durch die Nutzung von Dell Einzelpatronen müssen Sie nur die leeren Tintenpatronen ersetzen.5 Wenn Sie häufig drucken, entscheiden Sie sich für die Ersatzpatronen mit hoher oder extra hoher Kapazität und sparen Sie zusätzlich.\n\nDer V725w All-in-One-Wireless-Tintenstrahldrucker bietet dank energieeffizientem Design und energiesparenden Funktionen vielfältige Einsparmöglichkeiten.\n- Stromsparmodus: Bei aktiviertem Stromsparmodus werden automatisch beidseitige Ausdrucke erstellt und das LCD-Display wird bei Nichtverwendung gedimmt. Über die Eco-Mode-Taste wird der V725w Drucker nach zehnminütiger Inaktivität außerdem in den Energiesparmodus versetzt, um zusätzliche Kosten- und Energieeinsparungen zu erzielen.\n- Verantwortungsbewusstes Recycling: Schicken Sie Ihre leeren Tintenpatronen an Dell zurück und nutzen Sie unsere kostenlosen Recyclingoptionen. Weitere Informationen finden Sie unter www.dell.com/recycle.\n- Energieeffizientes Design: Seien Sie unbesorgt – Ihr V725w All-in-One-Wireless-Tintenstrahldrucker entspricht den neuesten Umweltstandards, einschließlich WEEE, RoHS und Energy Star";"V725w - inkjet 4-in-1, 4800 x 1200 DPI, 35 ppm, A4, A5, B5, A6, USB, LAN, WiFi, 6.096 cm (2.4 "") LCD";DELL V725w;2012-04-23
14075560;multifunctionals;multifunctionals,hp;;a4-letter-216-x-297-mm-;copy,fax,print,scan;;;"Imprimez avec des couleurs de qualité professionnelle pour un coût par page inférieur de 50 % maximum par rapport aux lasers grâce à cette imprimante e-tout-en-un améliorant la productivité. Imprimez en utilisant l'écran tactile, via votre réseau sans fil ou directement depuis vos périphériques portables avec HP ePrint.\n\n<b>Caractéristiques</b>\n\n<b>Imprimez des documents couleur professionnels pour un coût par page jusqu'à 50 % inférieur à celui des lasers.</b>\n- Créez des documents couleur de qualité professionnelle pour un coût par page jusqu'à 50 % inférieur à celui des imprimantes laser.\n- Imprimez des documents résistant à la décoloration, à l'eau et aux taches de surligneur avec les encres HP Officejet.\n- Imprimez à des vitesses d'impression ISO (par rapport aux imprimantes laser), jusqu'à 18 ppm en noir, 13 ppm en couleur.\n- Gérez des jobs d'impression à grand tirage en toute confiance avec un taux d'utilisation mensuel allant jusqu'à 25 000 pages.\n\n<b>Restez productif quelque soit l'endroit grâce à la mise en réseau sans fil et l'impression mobile.</b>\n- Découvrez la liberté de l'impression avec HP ePrint : vous pouvez maintenant imprimer de pratiquement n'importe quel endroit.\n- Augmentez votre productivité - accédez à des applications d'entreprise, imprimez des formulaires et contrôlez les principales tâches à l'aide de l'écran tactile intuitif.\n- Connectez-vous à votre réseau sans fil ou Ethernet intégré, ou directement à votre ordinateur avec le port USB haut débit.\n- Avec AirPrint™, imprimez des courriers électroniques, documents, pages Web, etc., directement à partir de votre iPad®, iPhone® ou iPod touch®.\n\n<b>Soyez encore plus productif grâce à une gamme d'outils professionnels améliorant l'efficacité.</b>\n- Augmentez votre productivité, gagnez du temps et économisez du papier avec la fonction d'impression recto verso automatique et le bac papier de 250 feuilles.\n- Envoyez de télécopies numériques directement de votre bureau et numérisez des documents directement à un PC, un e-mail ou un dossier du réseau.\n- Créez des dépliants recto-verso, des photos sans marge, des dépliants étonnants et d'autres supports de qualité professionnelle.\n- Sélectionnez des zones de copie en utilisant CopyCrop via l'écran tactile ; créez et imprimez facilement une copie recto d'une carte d'identité recto verso.";Imprimante e-tout-en-un HP Officejet Pro 8600 + 2x CHP210;"Print professional-quality colour for up to 50% lower cost per page than lasers with this productivity-enhancing e-all-in-one. Print using the touchscreen, via your wireless network or from direct from mobile devices with HP ePrint.\n\n<b>Features</b>\n\n<b>Print professional-quality colour for up to 50% lower cost per page than lasers.</b>\n- Create professional colour documents for up to 50% lower cost per page than competitive lasers.\n- Print documents that resist fading, water and highlighter pen smears with HP Officejet inks.\n- Print at ISO (laser comparable) speeds of up to 18 ppm black, 13 ppm colour, using affordable, individual inks.\n- Handle high volume print jobs with confidence – up to 25,000-page monthly duty cycle.\n\n<b>Stay productive from virtually anywhere with wireless networking and mobile printing.</b>\n- Discover the freedom of HP ePrint – now you can print from virtually anywhere.\n- Boost your productivity – access business apps, print forms and control key tasks via the intuitive touchscreen.\n- Connect to your network wirelessly or with built-in Ethernet, or connect directly via Hi-speed USB.\n- Print e-mails, documents, web pages and more direct from your iPad®, iPhone® or iPod touch® with AirPrint™.\n\n<b>Get more done with a range of efficiency-enhancing business tools.</b>\n- Boost productivity – and save time and paper – with automatic two-sided printing and 250-sheet paper tray.\n- Send digital faxes direct from your desktop and scan documents directly to a PC, email or network folder.\n- Create double-sided flyers, borderless photos, impressive leaflets and other professional-looking materials.\n- Select areas to copy using CopyCrop via the touchscreen; easily create and print a one-sided copy of a two-sided ID card.";Officejet Pro 8600 e-All-in-One Printer + 2x CHP210;;;HP Officejet Pro 8600 e-AiO;2012-04-25
14075561;multifunctionals;multifunctionals,hp;;a4-letter-216-x-297-mm-;copy,fax,print,scan;;;"Imprimez avec des couleurs de qualité professionnelle pour un coût par page inférieur de 50 % maximum par rapport aux lasers grâce à cette imprimante e-All-in-One améliorant la productivité. Imprimez en utilisant le grand écran tactile avec reconnaissance gestuelle, via votre réseau sans fil ou au vol avec HP ePrint.\n\n<b>Caractéristiques</b>\n\n<b>Imprimez des documents couleur professionnels pour un coût par page jusqu'à 50 % inférieur à celui des lasers.</b>\n- Créez des documents couleur de qualité professionnelle pour un coût par page jusqu'à 50 % inférieur à celui des imprimantes laser.\n- Imprimez des documents résistant à la décoloration, à l'eau et aux taches de surligneur avec les encres HP Officejet.\n- Imprimez à des vitesses d'impression ISO (par rapport aux imprimantes laser), jusqu'à 20 ppm en noir, 16 ppm en couleur.\n- Gérez des jobs d'impression à grand tirage en toute confiance avec un taux d'utilisation mensuel allant jusqu'à 25 000 pages.\n\n<b>Restez productif quelque soit l'endroit grâce à la mise en réseau sans fil et l'impression mobile.</b>\n- Découvrez la liberté de l'impression avec HP ePrint : vous pouvez maintenant imprimer de pratiquement n'importe quel endroit.\n- Augmentez votre productivité - accédez à des applications d'entreprise, imprimez des formulaires et contrôlez les principales tâches à l'aide de grand écran tactile avec reconnaissance gestuelle.\n- Connectez-vous à votre réseau sans fil ou Ethernet intégré, ou directement à votre ordinateur avec le port USB haut débit.\n- Avec AirPrint™, imprimez des courriers électroniques, documents, pages Web, etc., directement à partir de votre iPad®, iPhone® ou iPod touch®.\n\n<b>Soyez encore plus productif grâce à une gamme d'outils professionnels améliorant l'efficacité.</b>\n- Augmentez votre productivité grâce à l'impression, la numérisation et la copie recto-verso automatiques avec un chargeur automatique de documents de 50 pages.\n- Envoyez de télécopies numériques directement de votre bureau et numérisez des documents directement à un PC, un e-mail ou un dossier du réseau.\n- Créez des dépliants recto-verso, des photos sans marge, des dépliants étonnants et d'autres supports de qualité professionnelle.\n- Créez des copies parfaite avec les solutions CopySmart ; créez et imprimez facilement une copie recto d'une carte d'identité recto verso.";Imprimante e-All-in-One HP Officejet Pro 8600 Plus + 3x CHP210;"Print professional-quality colour for up to 50% lower cost per page than lasers with this productivity-enhancing e-all-in-one. Print using the large touchscreen with gesturing, via your wireless network or on the go with HP ePrint.\n\n<b>Features</b>\n\n<b>Print professional-quality colour for up to 50% lower cost per page than lasers.</b>\n- Create professional colour documents for up to 50% lower cost per page than competitive lasers.\n- Print documents that resist fading, water and highlighter pen smears with HP Officejet inks.\n- Print at ISO (laser comparable) speeds of up to 20 ppm black, 16 ppm colour, using affordable, individual inks.\n- Handle high volume print jobs with confidence – up to 25,000-page monthly duty cycle.\n\n<b>Stay productive from virtually anywhere with wireless networking and mobile printing.</b>\n- Discover the freedom of HP ePrint – now you can print from virtually anywhere.\n- Boost your productivity – access business apps, print forms and control key tasks via the large touchscreen with gesturing.\n- Connect to your network wirelessly or with built-in Ethernet, or connect directly via Hi-speed USB.\n- Print e-mails, documents, web pages and more direct from your iPad®, iPhone® or iPod touch® with AirPrint™.\n\n<b>Get more done with a range of efficiency-enhancing business tools.</b>\n- Boost productivity with automatic two-sided printing, scanning and copying with 50-page automatic document feeder.\n- Send digital faxes direct from your desktop and scan documents directly to a PC, email or network folder.\n- Create double-sided flyers, borderless photos, impressive leaflets and other professional-looking materials.\n- Create flawless copies with CopySmart solutions; easily create and print a one-sided copy of a two-sided ID card.";Officejet Pro 8600 Plus e-All-in-One Printer + 3x CHP210;;;HP Officejet Pro 8600 Plus e-AiO;2012-04-25
