sku;family;categories;maximum_print_size;weight;power_requirements;description-fr_FR-print;description-fr_FR-mobile;description-en_US-print;description-en_US-mobile;description-de_DE-print;description-de_DE-mobile;name;release_date;picture;price
12026799;laser_led_printers;laser_led_printers,print_scan_sales,xerox;a3-297-x-420-mm-;;;;;"The Xerox Phaser 5550 laser printer combines productivity and reliability with exceptional value. Fast printing, A3, and extensive paper handling and finishing capabilities make this an ideal powerhouse for large offices with diverse, high-volume print demands.\n\n- Fast speeds, up to 50 ppm for both single- and two-sided printing, and as fast as 6.5 seconds to first page, quickly handle your demanding workload\n- Sharp image quality, fine lines and text, fast warm up time, and durable for archiving documents with Xerox EA Toner\n- Show me more on EA Toner ›\n- 1200 x 1200 dpi resolution delivers exceptional print quality without slowing down the Phaser 5550 printer's powerful performance\n- High paper capacity of up to 4,100 sheets allows the Phaser 5550 to print more without interruption\n- Network printing comes standard on all models (except Phaser 5550B) to help more users get more work done\n- 500 MHz processor and up to 1 GB of memory handles even complex multi-page jobs quickly and easily\n- Extensive paper handling with custom sizes from postcard to A3 size give you the flexibility to meet your diverse printing needs\n- Finishing options include a 3,500-sheet stacker or a finisher that stacks, staples, and hole-punches\n- Advanced printing features include collation, booklet making, and edge-to-edge printing\n- Secure Print protects your confidential documents by requiring a password entry at the printer before printing (requires optional hard drive)\n- RAM collation speeds up larger jobs by quickly processing multiple sets of multi-page documents.";"5550V_DNM + Duplex Module - A3, 50 ppm, Parallel (IEEE 1284), USB 2.0, 500 MHz, 1200 x 1200 dpi";;;"Xerox Phaser 5550";2011-12-21;;"919.27 EUR,478.62 USD"
1206232;laser_led_printers;laser_led_printers,print_scan_sales,samsung;a4-letter-216-x-297-mm-;;;"Imaginez une imprimante laser réseau pour groupes de travail conçue pour fonctionner aussi rapidement et efficacement que vous. Avec son processeur puissant de 400 MHz et sa mémoire de 64 Mo, cette série d'imprimantes professionnelles ramène le délai d'impression de la première page à moins de neuf secondes et imprime ensuite jusqu'à 35 ppm. Grâce au mode d'économie de toner exclusif, vous pouvez imprimer jusqu'à 40 % de pages de plus avec la même cartouche. La fonction recto-verso intégrée et sa capacité mensuelle de 50 000 pages font de la ML - 3471 ND l'imprimante idéale pour les bureaux gérant des volumes d'impression élevés.\n\n<B>impression ultrarapide</b>\n- Qui dit rapidité d'impression, dit productivité accrue. La ML-3471ND imprime une page en moins de neuf seconde et 100 page en moins de trois minutes.\n\n<B>mémoire extensible</b>\n- Dotée d'un processeur de 400 MHz et d'une mémoire de 64 Mo extensible à 320 Mo, la ML-3471ND vous garantit une rapidité constante, même avec lors de l'impression de documents volumineux et complexes.\n\n<B>économie de toner</b>\n- Il suffit d'appuyer sur un bouton pour activer la fonction exclusive Toner Save : vous gagnez ainsi du temps et de l'argent en augmentant la durée de vie de votre cartouche jusqu'à 40 %.\n\n<B>compatible ENERGY STAR</b>\n- Compatible avec l'initiative ENERGY STAR, votre imprimante SAMSUNG non seulement contribue à la préservation de l'environnement en utilisant moins d'énergie, mais vous permet de réaliser des économies. ENERGY STAR est un programme conjoint de l'organisme américain Environmental Protection Agency et du ministère américain de l'Energie pour encourager l'efficacité énergétique.\n\n<B>impression recto-verso</b>\n- Optimisez votre efficacité avec la fonction d'impression recto-verso automatique intégrée, accessible par la pression d'un seul bouton. Gagnez du temps et de l'argent en imprimant des documents double face.\n\n<B>capacité d'impression étendue</b>\n- Affichant une capacité d'impression mensuelle maximale de 50 000 pages, la ML-3471ND est conçue pour répondre aux attentes des groupes de travail les plus actifs.";"ML-3471ND - 1200 x 1200 dpi, 33 ppm, 64MB, 400MHz, A4, A5, A6, Ethernet";"Imagine a network-ready workgroup laser printer designed to perform as fast and efficiently as you do. With a powerful 400 MHz processor and 64 MB memory, this Professional Series Printer is able to deliver a first-page-out in less than 9 seconds and continue to print at up to 35 ppm. With our exclusive TonerSave mode you can even print up to 40% more pages with the same toner cartridge. Built-in duplexing and a 50,000 pages-per-month duty cycle make the ML-3471ND the ideal printer for your busy office.\n\n<B>fast print speed</b>\n- Fast print speed means increased productivity. The ML-3471ND delivers single sheets in less than 9 seconds and 100 pages in less than 3 minutes.\n\n<B>expandable memory</b>\n- With a 400MHz processor and a 64 MB memory expandable to 320 MB, the ML-3471ND starts fast and stays fast, even when handling complex, large documents.\n\n<B>ENERGY STAR compliant</b>\n- By being ENERGY STAR compliant you are assured that your Samsung model is helping the environment by using less energy while saving you money. ENERGY STAR is a joint program of the U.S. Environmental Protection Agency and the U.S. Department of Energy promoting energy efficiency.\n\n<B>duplex printing</b>\n- Enhance your efficiency with this built-in, one-touch automatic duplex feature. Printing double-sided documents saves money and time.\n\n<B>TonerSave</b>\n- At the touch of a button, the exclusive TonerSave feature saves money and time by extending cartridge life up to 40%.\n\n<B>extended duty dycle</b>\n- Boasting a maximum monthly duty cycle of 50,000 pages, the ML-3471ND is designed to meet the demands of the busiest workgroup.";"ML-3471ND - 1200 x 1200 dpi, 33 ppm, 64MB, 400MHz, A4, A5, A6, Ethernet";"Stellen Sie sich einen Laserdrucker vor, der so zuverlässig ist, dass Sie nie einen Gedanken an seine Leistung verlieren. Mit dem SAMSUNG ML-3471ND fällt es leicht, sich das vorzustellen, denn er gibt Ihnen die totale Freiheit mit einem Monatszyklus bis zu 50.000 Seiten und einer großen Tonerkapazität.\n\n<B>umfangreiche Kompatibilität</b>\n- Der Drucker unterstützt die meisten gängigen Betriebssysteme wie Windows, verschiedene Linux-Betriebssysteme sowie Mac OS 10.3.\n\n<B>stabile Netzwerklösungen</b>\n- Nutzen Sie den netzwerkfähigen Drucker durch den Ethernet-Netzwerkadapter 10/100 Base TX oder in Kombination mit 10/100 Basis TX und 802.11b Wireless LAN – entweder als Zusatz- oder Standardkonfiguration. Die SAMSUNG-Software zur Druckersteuerung ermöglicht es Ihnen, die SAMSUNG Netzwerkdrucker in Ihrem Netzwerk zu installieren, zu kontrollieren und zu bedienen.\n\n<B>vielseitiges Papiermanagement</b>\n- 250-Blatt-Papierzufuhr mit praktischer Abdeckung sorgt für sauberes Papier und einen guten Eindruck auf dem Schreibtisch. Auch Folien, Karten, Umschläge und Etiketten lassen sich über die manuelle Papierzufuhr ohne Kassettenwechsel drucken.\n\n<B>vielfältige Druckmöglichkeiten Duplex-Druck</b>\n- Beidseitiger Druck erhöht automatisch Ihre Effektivität! Gestalten Sie Ihre Dokumente mit Funktionen wie Drucken über die lange oder kurze Seite. Darüber hinaus spart Duplex-Druck Papier und macht die Aufbewahrung sowie den Transport einfacher.\n\n<B>Druckgeschwindigkeit (A4)</b>\n- Durch den SAMSUNG PowerPC-Hochgeschwindigkeitsprozessor mit 400 MHz und 32 MB (erweiterbar auf 288 MB) drucken Sie bis zu 33 Seiten/Minute.\n\n<B>integrierte Duplex-Einheit</b>\n- Mit nur einem Knopfdruck können Sie komfortabel doppelseitige Ausdrucke erstellen. Duplex-Druck über die Treibereinstellungen ist selbstverständlich ebenso möglich.";"ML-3471ND - 1200 x 1200 dpi, 33 ppm, 64MB, 400MHz, A4, A5, A6, Ethernet";"Samsung ML-3471ND";2007-08-11;;"630.13 EUR"
1206248;laser_led_printers;laser_led_printers,print_scan_sales,samsung;a4-letter-216-x-297-mm-;;;"Imaginez une imprimante laser fiable au point de vous faire oublier toute préoccupation de ses capacité. Avec la SAMSUNG ML-3470D, vous gardez l'esprit libre, et toutes les cadences sont possibles grâce à un cycle de travail mensuel allant jusqu'à 50'000 pages et grâce à la grande capacité du toner.\n\n<B>compatibilité multi-plateforme</b>\n- Cette imprimante est compatible avec les principaux systèmes d’exploitation actuels, notamment Windows, divers systèmes d’exploitation Linux, ainsi que Mac OS 10.3.\n\n<B>impression de brochures</b>\n- La série ML-3470 permet d’imprimer facilement et efficacement des brochures.\n\n<B>interface USB</b>\n- Une connexion USB rapide empêche des surcharges de flux de données entre l’ordinateur et l’imprimante.\n\n<B>possibilités d’impression diversifiées impression recto verso</b>\n- L’impression en recto verso augmente automatiquement votre efficience ! Préparez vos documents à l’aide de fonctions telles que le retournement du papier sur le côté long ou sur le côté court. La fonction recto/verso économise du papier et facilite le rangement et le transport.\n\n<B>vitesse d’impression (A4)</b>\n- Grâce au processeur à grande vitesse PowerPC SAMSUNG-400 MHz et 32 Mo (extensible à 288 Mo) -, vous imprimez jusqu’à 33 pages par minute.\n\n<B>unité recto verso intégrée</b>\n- Une simple pression sur un bouton vous permet d’imprimer en recto verso. Il est bien entendu également possible d’obtenir l’impression en recto verso (« Duplex ») en paramétrant le pilote.";"ML-3470D - 1200 x 1200 dpi, 33 ppm, A4, 32MB, 400Mhz, USB 2.0, IEEE1284 Parallel";"Efficient and economical mono printing for the most demanding working environments\n- Cut paper usage with inbuilt duplex function\n- Enable efficient workgroup printing with network connection (3471N)\n- Reduce downtime with a high capacity toner cartridge\n- Cut costs with toner save function\n- Maintain productivity levels by expanding on-line paper capacity";"ML-3470D - 1200 x 1200 dpi, 33 ppm, A4, 32MB, 400Mhz, USB 2.0, IEEE1284 Parallel";"Stellen Sie sich einen Laserdrucker vor, der so zuverlässig ist, dass Sie nie einen Gedanken an seine Leistung verlieren. Mit dem SAMSUNG ML-3470D fällt es leicht, sich das vorzustellen, denn er gibt Ihnen die totale Freiheit mit einem Monatszyklus bis zu 50.000 Seiten und einer großen Tonerkapazität.\n\n<B>umfangreiche Kompatibilität</b>\n- Der Drucker unterstützt die meisten gängigen Betriebssysteme wie Windows, verschiedene Linux-Betriebssysteme sowie Mac OS 10.3.\n\n<B>USB-Schnittstelle</b>\n- Eine schnelle USB-Verbindung verhindert Engpässe zwischen PC und Drucker.\n\n<B>integrierte Duplex-Einheit</b>\n- Mit nur einem Knopfdruck können Sie komfortabel doppelseitige Ausdrucke erstellen. Duplex-Druck über die Treibereinstellungen ist selbstverständlich ebenso möglich.\n\n<B>vielfältige Druckmöglichkeiten Duplex-Druck</b>\n- Beidseitiger Druck erhöht automatisch Ihre Effektivität! Gestalten Sie Ihre Dokumente mit Funktionen wie Drucken über die lange oder kurze Seite. Darüber hinaus spart Duplex-Druck Papier und macht die Aufbewahrung sowie den Transport einfacher.\n\n<B>Broschürendruck</b>\n- Mit der ML-3470-Serie lassen sich Broschüren einfach und effizient erstellen.\n\n<B>Druckgeschwindigkeit (A4)</b>\n- Durch den SAMSUNG PowerPC-Hochgeschwindigkeitsprozessor mit 400 MHz und 32 MB (erweiterbar auf 288 MB) drucken Sie bis zu 33 Seiten/Minute.";"ML-3470D - 1200 x 1200 dpi, 33 ppm, A4, 32MB, 400Mhz, USB 2.0, IEEE1284 Parallel";"Samsung ML-3470D";2007-08-11;;"45.54 EUR,381.22 USD"
12072428;laser_led_printers;laser_led_printers,print_scan_sales,hp;legal-216-x-356-mm-;;;"<span style=""font-size: larger; font-weight: bold;"">Overview</span><br />Imprimez des documents couleur de qualité professionnelle avec cette imprimante HP LaserJet économique et conviviale. Soyez rapidement opérationnel avec HP Smart Install.<SUP>6</SUP> Imprimez où que vous soyez au bureau grâce à la connectivité sans fil intégrée.<SUP>1</SUP> Imprimez de presque partout au monde avec la fonction HP ePrint. <SUP>2</SUP> Partagez vos ressources d'impression par le port réseau Ethernet intégré tout en préservant le même coût pas page en noir et blanc qu'une imprimante noir et blanc HP LaserJet.<SUP>3</SUP><br /><br /><span style=""font-size: larger; font-weight: bold;"">Features</span><br /><b>Profitez d'une productivité élevée à des vitesses d'impression intéressantes des et couleurs de qualité professionnelle.</b><br />\n&bull;&nbsp;Améliorez la productivité et gagnez du temps grâce à des vitesses d'impression de 20 ppm maximum A4.<br /><br />\n<b>Gérez vos ressources réseau à l'aide de fonctions de gestion et de configuration pratiques, intuitives et conviviales.</b><br />\n&bull;&nbsp;Familiarisez-vous immédiatement avec HP Smart Install - aucun CD requis<SUP>3</SUP>.<br /><br />\n<b>Réduisez votre impact environnemental.</b><br />\n&bull;&nbsp;Réduit la consommation d'énergie : la technologie HP Auto-On/Auto-Off met l'imprimante sous tension et hors tension en fonction des besoins<SUP>4</SUP>. Réduisez davantage votre consommation d'énergie avec la technologie instantanée<SUP>5</SUP>.<br /><br />\n<SUP>1</SUP><i>Les performances sans fil dépendent de l'environnement physique et de la distance du point d'accès. Elles peuvent être limitées pendant les connexions VPN actives. Fonction sans fil intégrée aux imprimantes couleur HP LaserJet Pro 400 M451nw et M451dw uniquement.<br />\n</i><SUP>2</SUP><i> Comparé aux imprimantes HP LaserJet Pro P1566/ P1606dn. En supposant que le client imprime au moins 30 % du total de pages en couleur avec un contenu semblable à la suite de tests couleur ISO/CEI 19798 (http://www.iso.org/jtc1/sc28) et une longueur de travail moyenne totale de trois pages. Rendements établis avec les normes de test ISO/IEC. Les rendements et les coûts réels varient sensiblement en fonction des images imprimées, du nombre de pages couleur et d'autres facteurs.<br />\n</i><SUP>3</SUP><i> L'installation intelligente HP fonctionne uniquement avec Windows.<br />\n</i><SUP>4</SUP><i> Les fonctions HP Auto-On/Auto-Off dépendent de l'imprimante et des paramètres.<br />\n</i><SUP>5</SUP><i> En comparaison avec la fusion traditionnelle.<br />\n</i><SUP>6</SUP><i> Les fonctions et la disponibilité du programme dépendent du pays. Pour en savoir plus, rendez-vous sur http://www.hp.com/go/SureSupply<br />\n</i>";"HP LaserJet Pro 400 color Printer M451nw";"Produce professional-quality color documents with ease and fast speed. Easily integrate into your office or wireless home network. HP features help you save energy and print from virtually anywhere with HP ePrint.\n\n<b>Features</b>\n- Professional-grade speed and color\n- Boost productivity and save time with print speeds up to 21 ppm letter.\n- Produce bold text and smooth color with HP ImageREt 3600 and Original HP LaserJet toner cartridges.\n- Design your own marketing materials—print on media from 3.5 x 5 inches (8.9 x 12.7 cm) to 8.5 x 14 inches (21.6 x 35.6 cm). Use tips, tools, and templates from HP—access ideas and download templates and stock photos.\n- Produce color marketing materials in-house on a range of media sizes by using tips and templates from HP.\n- Print documents affordably. Get the same black cost per page as a black-and-white HP LaserJet printer.\n\n<b>Manageability, productivity, and mobility</b>\n- Proactively manage office printing with HP Web Jetadmin.\n- Print from anywhere in the office, using built-in wireless connectivity. Share printing resources, using built-in Ethernet.\n- Print from virtually anywhere with HP ePrint.\n\n<b>Easy-to-use and resource-conserving</b>\n- Reduce energy use with Auto-Off Technology. Also save with Instant-on Technology.\n- Install in only a few minutes—there's no CD required with HP Smart Install. Set up the printer on a wireless network effortlessly, using HP Auto Wireless Connect.\n- Start right away with HP Smart Install. Use HP Auto Wireless Connect to autoconfigure networking.\n- Receive consistent results with Original HP cartridges and easily reorder with HP SureSupply.\n- Take advantage of free, easy recycling—cartridges returned through HP Planet Partners are recycled responsibly.\n\n<b>Eco Highlights</b>\n- Save energy—HP Auto-Off Technology turns your printer Off when you don’t need it.\n- Lower your impact—reduce energy and paper use with HP EcoSMART Console.\n- HP Auto-Off capabilities subject to printer and settings.\n- ENERGY STAR® qualified";"Lase Color, 21ppm B&W/C, 600x600dpi, USB2.0/FastEthernet/802.11 b/g/n, 22.74kg";"Erstellen Sie professionelle Farbdokumente durch einfache Bedienung und hohe Geschwindigkeit. Einfache Integration in Ihrem Netzwerk im Büro oder Ihrem drahtlosen Heimnetzwerk.[1] Mithilfe von HP Funktionen können Sie Energie einsparen und dank HP ePrint von praktisch überall aus drucken.[4]\nFunktionen\nGenießen Sie die hohe Produktivität mit erstklassigen Druckgeschwindigkeiten und professioneller Farbqualität.\nSteigern Sie die Produktivität und sparen Sie Zeit mit Druckgeschwindigkeiten von bis zu 20 S./Min. A4.\nErstellen Sie gestochen scharfe, detaillierte Texte und eine stets einheitliche Farbqualität mit HP ImageREt 3600 und den Original HP LaserJet Tonerkassetten.\nEntwickeln und erstellen intern farbige Marketingmaterialien auf einer Vielzahl von Medienformaten: von 8,9 x 12,7 cm bis 21,6 x 35,6 cm. Besuchen Sie www.hp.com/create, um Tipps und Vorlagen von HP zu erhalten.\nDrucken Sie Schwarz-Weiß-Dokumente preisgünstig, und zu den gleichen Kosten wie bei einem HP Schwarzweiß LaserJet[4].\nNutzen Sie die bequeme und intuitive Einrichtung und Installation sowie die benutzerfreundlichen Verwaltungsfunktionen.\nInstallieren des Druckers in nur wenigen Minuten – HP Smart Install ermöglicht es Ihnen, schnell und einfach auch ohne CD den Drucker zu installieren[5].\nDrucken Sie von überall im Büro aus dank integrierter drahtloser Verbindungen.[1] Die integrierte Ethernet-Verbindung ermöglicht die gemeinsame Nutzung von Druckressourcen.\nDrucken Sie mit HP ePrint[3] von praktisch überall aus. Mit ePrint Wireless Direct Printing[6] können Sie von einem Smartphone aus direkt auf Ihrem Drucker ausdrucken. Mithilfe von Airprint™[7] haben Sie zudem die Möglichkeit, über Wireless-Verbindungen von Ihrem iPad®, iPhone® und iPod touch® aus zu drucken.\nFür eine geringere Umweltbelastung.\nSparen Sie Energie – die HP Auto-On-/Auto-Off-Technologie schaltet Ihren Drucker ein oder aus, je nachdem, ob Sie ihn verwenden[8]. Sparen Sie noch mehr Energie dank der Instant-on Technologie[9].\nMit HP Smart Install können Sie direkt loslegen.[11] Verwenden Sie HP Auto Wireless Connect für die automatische Konfiguration Ihres Netzwerks.[1]\nSparen Sie Geld und drucken Sie mehr dank der hohen Kapazität der Original HP Kassetten schwarz[10]. Über HP SureSupply können Sie problemlos nachbestellen[11].\nNutzen Sie das kostenloses und bequeme Recycling – Über HP Planet Partners zurückgegebene Kassetten werden umweltgerecht recycelt[12].\n[1] Die Leistung beim kabellosen Einsatz ist abhängig von den Umgebungsbedingungen und der Entfernung vom Zugangspunkt und ist während aktiver VPN-Verbindungen möglicherweise eingeschränkt. Integriertes Wireless ist nur beim HP LaserJet Pro 400 Color M451nw und M451dw verfügbar.\n[2] Automatisches beidseitiges Drucken ist nur auf dem HP LaserJet Pro 400 M451dn und M451dw verfügbar.\n[3] Erfordert eine Internetverbindung zum Drucker. Anwendung mit jedem Internet- und E-Mail-fähigen Gerät möglich. Die Druckdauer kann variieren.\n[4] Im Vergleich zum HP LaserJet Pro P1566/P1606dn Drucker. Es wird angenommen, dass der Kunde mindestens 30 % der Gesamtseiten in Farbe druckt, deren Inhalt in etwa der Testsuite ISO/IEC 19798 für Farbdruck entspricht, und dass die Druckaufträge durchschnittlich 3 Seiten umfassen. Angaben zur Ergiebigkeit wurden über ISO/IEC-Teststandards ermittelt. Die tatsächliche Ergiebigkeit und die Kosten können je nach den gedruckten Bildern, der Anzahl der in Farbe gedruckten Seiten und anderen Faktoren variieren.\n[5] HP Smart Install funktioniert nur unter Windows.\n[6] Das mobile Endgerät muss für Wireless aktiviert sein und sich im Wireless Bereich des Druckers befinden. Drucker muss für HP ePrint aktiviert sein und erfordert gegebenenfalls ein Firmware-Upgrade.\n[7] Unterstützt Geräte mit iOS 4.2 (iPad, iPhone 4, iPhone 3GS und 3. und 4. Generation von iPod touch), die Multitasking unterstützen. Funktioniert mit Druckern und All-in-One Geräten, die für HP ePrint aktiviert sind. AirPrint und Geräte mit iOS 4.2 erfordern eine 802.11 Wireless Netzwerkverbindung zum Drucker. Die Wireless Leistung ist abhängig von den Umgebungsbedingungen und der Entfernung vom Zugangspunkt. AirPrint und das AirPrint Logo sind Marken von Apple Inc. iPad, iPhone und iPod touch sind eingetragene Marken von Apple Inc. in den USA und anderen Ländern.\n[8] HP Auto-On/Auto-Off Funktionen hängen vom Drucker und den Einstellungen ab.\n[9] Im Vergleich zur herkömmlichen Fixierung.\n[10] Die HP LaserJet CE410X Tonerkassette schwarz ist nicht im Lieferumfang enthalten; sie muss separat erworben werden.\n[11] Die Merkmale des Programms und die Verfügbarkeit können je nach Land variieren.\n[12] Verfügbarkeit des Programms regional unterschiedlich. Über das HP Planet Partners Programm können HP Druckkassetten derzeit in mehr als 50 Ländern und Regionen weltweit zurückgegeben und recycelt werden.";"HP LaserJet Pro 400 color Printer M451nw";"HP LaserJet M451nw";2011-12-24;;"176.11 USD"
12095458;laser_led_printers;laser_led_printers,print_scan_sales,samsung;legal-216-x-356-mm-;"4 KILOGRAM";;;;;"ML-2162 - 1200 x 1200 dpi, A4, 20ppm, 8MB, SPL, 8.5s, 150/100 sheets, 50/26 dBA, USB 2.0, 300 MHz, 310W, 4kg, White/Blue";;;"Samsung ML-2162";2011-12-28;;"608.05 EUR,464.61 USD"
12095459;laser_led_printers;laser_led_printers,print_scan_sales,samsung;legal-216-x-356-mm-;"4 KILOGRAM";;;;;"ML-2162W - 1200 x 1200 dpi, A4, 20ppm, 8MB, SPL, 8.5s, 150/100 sheets, 50/26 dBA, WLAN 802.11 b/g/n, USB 2.0, 300 MHz, 310W, 4kg, White/Blue";;;"Samsung ML-2162W";2011-12-28;;"684.36 EUR,867.93 USD"
12095460;laser_led_printers;laser_led_printers,print_scan_sales,samsung;legal-216-x-356-mm-;"4 KILOGRAM";;;;;"ML-2168 - 1200 x 1200 dpi, A4, 20ppm, 8MB, SPL, 8.5s, 150/100 sheets, 50/26 dBA, USB 2.0, 300 MHz, 310W, 4kg, White";;;"Samsung ML-2168";2011-12-28;;"691.03 EUR"
12095461;laser_led_printers;laser_led_printers,print_scan_sales,samsung;legal-216-x-356-mm-;"4 KILOGRAM";;;;;"ML-2168W - 1200 x 1200 dpi, A4, 20ppm, 8MB, SPL, 8.5s, 150/100 sheets, 50/26 dBA, WLAN 802.11 b/g/n, USB 2.0, 300 MHz, 310W, 4kg, White";;;"Samsung ML-2168W";2011-12-28;;"689.48 EUR,325.25 USD"
12226420;laser_led_printers;laser_led_printers,print_scan_sales,xerox;a3-297-x-420-mm-;"66 KILOGRAM";"110-240V, 50/60 Hz";;;"<b>Competitive Edge - Phaser 7500</b>\n- Faster print speeds than the competition;\n- Faster processor than most competitive products;\n- Faster first-page-out time in color compared with the competition;\n- Prints on heavier media than competitors (up to 280 gsm) for more creative flexibility;\n- True Adobe® PostScript® 3™ and PCL® 5c versus emulations for more accurate printing across platforms;\n- Supports oversized media from the tray without having to resort to the manual feeder. Optional lower trays (1 standard on the Phaser 7500/DT) support up to 12"" x 18"";\n- More print features come standard on the Phaser 7500, including Booklet printing, Scaling, Watermarks, Custom size paper, Run black, Cover pages, RAM collation, Remote printing, Separation pages, N-Up printing, Banners and Black trapping;\n- Xerox Total Satisfaction Guarantee, only offered by Xerox, ensures that you will be satisfied with your choice to buy a Phaser 7500.\n\n<b>On-demand productivity - Phaser 7500</b>\n- Fast print speeds (up to 35 ppm and first-page-out as fast 7 seconds) mean you don’t have to wait, even for complex color jobs;\n- Built-in networking is standard so all users--Microsoft Windows, Apple Macintosh and Linux--can tap into the fast Gigabit Ethernet;\n- Increase accountability and reduce costs with features that track and analyze color and black-only printing, and help you accurately charge back billing for individuals or departments;\n- Scale to fit your workgroup’s space from a low-profile desktop model to a highly productive floor-standing model with three additional oversize media ready 500-sheet trays;\n- Print in-house with Phaser 7500 instead of sending jobs out to commercial printers or quick copy shops, saving time and money.\n\n<b>Quality color you can count on - Phaser 7500</b>\n- Up to 1200 x 1200 dpi image resolution gives you sharp, detailed prints on the Phaser 7500;\n- Precise color matching with Pantone®-approved color tables and true Adobe® PostScript® 3™ mean your prints will look exactly as you intended;\n- Xerox Emulsion Aggregate (EA) Toner produces the smallest toner particles in the market, resulting in finer lines, higher contrast and sharper image quality. It requires less energy to manufacture and less toner per page.\n\n<b>Easy to use and manage - Phaser 7500</b>\n- Easily manage, configure and troubleshoot the Phaser 7500 from any computer using CentreWare® Internet Services network web administration tools;\n- Easy-open access is in front so you don’t need to rotate or move the Phaser 7500 to change toner or add paper;\n- Get immediate updates on your print job status, toner supply levels and troubleshooting tips via the front panel, your desktop or the web;\n- Store frequently printed files on the built-in hard drive (standard on 7500DX) for fast, easy, walk-up printing;\n- Private data stays secure with Secure Print, which holds the job in the queue until a PIN is entered at the printer, and Hard Drive overwrite ""shreds"" data after every job or request;\n- Built-in support for security protocols, including IPv6, 802.1x and IPSec, makes the Phaser 7500 a good network citizen;\n- Consistent output print after print is ensured thru advanced automatic color calibration requiring no user intervention;\n- Color By Words color correction lets you select desired color modifications from a simple drop-down list.";"35/35 ppm, Duplex, 1200dpi, Freescale PowerGUICC III (1 GHz), 512MB RAM, Gigabit Ethernet, USB 2.0, 670W, Grey";;;"Xerox Phaser 7500DN";2011-12-28;;"613.41 EUR,646.11 USD"
12226421;laser_led_printers;laser_led_printers,print_scan_sales,xerox;a3-297-x-420-mm-;"79 KILOGRAM";"110-240V, 50/60 Hz";;;"<b>Competitive Edge - Phaser 7500</b>\n- Faster print speeds than the competition;\n- Faster processor than most competitive products;\n- Faster first-page-out time in color compared with the competition;\n- Prints on heavier media than competitors (up to 280 gsm) for more creative flexibility;\n- True Adobe® PostScript® 3™ and PCL® 5c versus emulations for more accurate printing across platforms;\n- Supports oversized media from the tray without having to resort to the manual feeder. Optional lower trays (1 standard on the Phaser 7500/DT) support up to 12"" x 18"";\n- More print features come standard on the Phaser 7500, including Booklet printing, Scaling, Watermarks, Custom size paper, Run black, Cover pages, RAM collation, Remote printing, Separation pages, N-Up printing, Banners and Black trapping;\n- Xerox Total Satisfaction Guarantee, only offered by Xerox, ensures that you will be satisfied with your choice to buy a Phaser 7500.\n\n<b>On-demand productivity - Phaser 7500</b>\n- Fast print speeds (up to 35 ppm and first-page-out as fast 7 seconds) mean you don’t have to wait, even for complex color jobs;\n- Built-in networking is standard so all users--Microsoft Windows, Apple Macintosh and Linux--can tap into the fast Gigabit Ethernet;\n- Increase accountability and reduce costs with features that track and analyze color and black-only printing, and help you accurately charge back billing for individuals or departments;\n- Scale to fit your workgroup’s space from a low-profile desktop model to a highly productive floor-standing model with three additional oversize media ready 500-sheet trays;\n- Print in-house with Phaser 7500 instead of sending jobs out to commercial printers or quick copy shops, saving time and money.\n\n<b>Quality color you can count on - Phaser 7500</b>\n- Up to 1200 x 1200 dpi image resolution gives you sharp, detailed prints on the Phaser 7500;\n- Precise color matching with Pantone®-approved color tables and true Adobe® PostScript® 3™ mean your prints will look exactly as you intended;\n- Xerox Emulsion Aggregate (EA) Toner produces the smallest toner particles in the market, resulting in finer lines, higher contrast and sharper image quality. It requires less energy to manufacture and less toner per page.\n\n<b>Easy to use and manage - Phaser 7500</b>\n- Easily manage, configure and troubleshoot the Phaser 7500 from any computer using CentreWare® Internet Services network web administration tools;\n- Easy-open access is in front so you don’t need to rotate or move the Phaser 7500 to change toner or add paper;\n- Get immediate updates on your print job status, toner supply levels and troubleshooting tips via the front panel, your desktop or the web;\n- Store frequently printed files on the built-in hard drive (standard on 7500DX) for fast, easy, walk-up printing;\n- Private data stays secure with Secure Print, which holds the job in the queue until a PIN is entered at the printer, and Hard Drive overwrite ""shreds"" data after every job or request;\n- Built-in support for security protocols, including IPv6, 802.1x and IPSec, makes the Phaser 7500 a good network citizen;\n- Consistent output print after print is ensured thru advanced automatic color calibration requiring no user intervention;\n- Color By Words color correction lets you select desired color modifications from a simple drop-down list.";"35/35 ppm, Duplex, 1200dpi, Freescale PowerGUICC III (1 GHz), 512MB RAM, Gigabit Ethernet, USB 2.0, 670W, Grey";;;"Xerox Phaser 7500DT";2011-12-28;;"81.79 EUR,388.62 USD"
